CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL3329570	1788557	CHEMBL3329570	1788557		5b	645.67	2.31	186.05	2	CC(=O)OC[C@H]1O[C@@H](CC(=O)\C=C\c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	15127414	IC50	=	3960	nM	5.4			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1454180	CHEMBL3363210	F	Antimalarial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR Green fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90818	CHEMBL3351535	25147607	ACS Med. Chem. Lett.	2014	5	8	878			
CHEMBL3335113	1791244	CHEMBL3335113	1791244		24	353.37	3.58	70.97	0	N\C(=N/N=C/c1ccc(F)cc1F)\CC(O)c2ccc3ccccc3c2	15128113	IC50	=	4000	nM	5.4			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1432089	CHEMBL3389348	F	Antiplasmodial activity against Plasmodium falciparum 3D7 asexual blood stages after 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89298	CHEMBL3351566	25195945	J. Med. Chem.	2014	57	19	7971			
CHEMBL3290639	1761198	CHEMBL3290639	1761198		5	811.97	2.77	223.92	2	CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)c2cccc(CNC(=O)[C@H](Cc3ccccc3)NC(=O)CNC(=O)[C@H](Cc4ccccc4)NC1=O)c2)[C@@H](C)O)[C@@H](C)CC	14710397	IC50	=	4000	nM	5.4			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1362075	CHEMBL3294628	F	Antiplasmodial activity against asexual blood stage chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition by image-based assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83803	CHEMBL3286375	24813731	Bioorg. Med. Chem. Lett.	2014	24	12	2645			
CHEMBL3353316	1817423	CHEMBL3353316	1817423		6y	269.27	3.44	40.54	0	Cc1ccccc1C2=Cc3c(F)cccc3N(O)C2=O	14971668	IC50	=	5000	nM	5.3			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1444305	CHEMBL3380888	F	Antiplasmodial activity against Plasmodium falciparum 3D7 incubated for 36 to 42 hrs by Giemsa staining method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90074	CHEMBL3351258	25544370	Bioorg. Med. Chem. Lett.	2015	25	3	607			
CHEMBL3353313	1817420	CHEMBL3353313	1817420		6v	311.33	3.2	59	0	COc1cc2C=C(C(=O)N(O)c2cc1OC)c3ccccc3C	14971665	IC50	=	5500	nM	5.26			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1444305	CHEMBL3380888	F	Antiplasmodial activity against Plasmodium falciparum 3D7 incubated for 36 to 42 hrs by Giemsa staining method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90074	CHEMBL3351258	25544370	Bioorg. Med. Chem. Lett.	2015	25	3	607			
CHEMBL3342261	1794403	CHEMBL3342261	1794403		2f	319.25	.43	135.13	0	COc1ccc(cc1OC)C(CCC(=O)NO)P(=O)(O)O	15101112	IC50	=	6800	nM	5.17			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1436201	CHEMBL3386563	F	Antimicrobial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as growth inhibition after 3 days by HRP2-based ELISA	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89435	CHEMBL3351943	25254502	J. Med. Chem.	2014	57	21	8827			
CHEMBL3335273	1791406	CHEMBL3335273	1791406		1, MDN-0104	527.73	3.27	112.96	1	CCCCCCCCCCC\C=C(/C)\C(=O)C(C)(C)C(=O)OC[C@@H](O)COCC[C@@H](C(=O)[O-])[N+](C)(C)C	15123943	IC50	=	7000	nM	5.15			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1442150	CHEMBL3374670	F	Antiplasmodial activity against Plasmodium falciparum 3D7 late ring stages and early trophozoites forms infected in human erythrocytes assessed as parasite growth inhibition by LDH release assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89329	CHEMBL3352318	25215605	J. Nat. Prod.	2014	77	9	2118			
CHEMBL3325778	1786588	CHEMBL3325778	1786588		2	498.65	3.67	78.9	0	CC[C@]12CC[C@](C)(O1)[C@H]3CC[C@@]4(C)C5=C(C(=O)C[C@]34CO2)[C@@](C)(CCC(=O)OC)[C@@H](CC5=O)C(=C)C	15018482	IC50	=	7900	nM	5.1			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1453443	CHEMBL3361764	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human RBC assessed as reduction in parasitemia after 48 hrs by fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90123	CHEMBL3352211		J. Nat. Prod.	2014	77	8	1847			
CHEMBL3114091	1617056	CHEMBL3139385	1628716		17, VAM2-17	374.48	3.51	72.61	0	Br.CN1C(=O)CN(CCCCCN2CCCCCC2)c3ccc(cc13)[N+](=O)[O-]	13910781	IC50	>	10000	ug.mL-1			Outside typical range	0	BAO_0000190	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1291179	CHEMBL3116668	F	Antimalarial activity against intraerythrocytic asexual stage of Plasmodium falciparum 3D7 assessed as inhibition of [G-3H]-hypoxanthine uptake by semiautomated microdilution method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76764	CHEMBL3112492	24513185	Bioorg. Med. Chem.	2014	22	5	1568			
CHEMBL3114089	1617054	CHEMBL3139634	1628965		14, VAM2-14	320.39	2.14	72.61	0	Br.CN(C)CCCCCN1CC(=O)N(C)c2cc(ccc12)[N+](=O)[O-]	13910784	IC50	>	10000	ug.mL-1			Outside typical range	0	BAO_0000190	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1291179	CHEMBL3116668	F	Antimalarial activity against intraerythrocytic asexual stage of Plasmodium falciparum 3D7 assessed as inhibition of [G-3H]-hypoxanthine uptake by semiautomated microdilution method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76764	CHEMBL3112492	24513185	Bioorg. Med. Chem.	2014	22	5	1568			
CHEMBL3114086	1617051	CHEMBL3139396	1628727		10, VAM2-10	332.4	2.39	81.4	0	Br.[O-][N+](=O)c1ccc2N(CCCCCN3CCCC3)CC(=O)Nc2c1	13910788	IC50	>	10000	ug.mL-1			Outside typical range	0	BAO_0000190	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1291179	CHEMBL3116668	F	Antimalarial activity against intraerythrocytic asexual stage of Plasmodium falciparum 3D7 assessed as inhibition of [G-3H]-hypoxanthine uptake by semiautomated microdilution method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76764	CHEMBL3112492	24513185	Bioorg. Med. Chem.	2014	22	5	1568			
CHEMBL3261886	1746849	CHEMBL3261886	1746849		9	345.52	4.66	38.33	0	CC(=CCC\C(=C\COCC(=O)NC1C2CC3CC(CC1C3)C2)\C)C	14651659	IC50	=	11000	nM	4.96			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1352746	CHEMBL3267780	F	Antimicrobial activity against Plasmodium falciparum 3D7 by intraerythrocytic assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83048	CHEMBL3259693	24568559	J. Med. Chem.	2014	57	7	3126			
CHEMBL217786	361658	CHEMBL217786	361658		CQPYRID	235.37	2.34	28.16	0	CCN(CC)CCCC(C)Nc1ccncc1	12450925	IC50	=	12000	nM	4.92			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	910493	CHEMBL3055250	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as incorporation of [3H]hypoxanthine after 48 hr microdilution method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			69829	CHEMBL3044897		Med Chem Res	2007	16	5	213			
CHEMBL3238453	1737007	CHEMBL3238453	1737007		5b	503.47	6.1	72.39	2	CCOC(=O)C1=CN(CC(F)(F)F)c2ccc3nc(c4ccccc4)c(nc3c2C1=O)c5ccccc5	14599591	IC50	=	13100	nM	4.88			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1338149	CHEMBL3242157	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 50 hrs by SYBR Green1 dye-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82233	CHEMBL3232776	24650715	Eur. J. Med. Chem.	2014	77		280			
CHEMBL3409914	1836686	CHEMBL3409914	1836686		81	592.77	4.74	131.67	1	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCCCC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)NNc3ccccc3	15199159	IC50	=	14200	nM	4.85			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1468094	CHEMBL3413867	F	Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes after 48 hrs by SYBR green assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91458	CHEMBL3407376	25840796	Bioorg. Med. Chem.	2015	23	9	2221			
CHEMBL3261882	1746845	CHEMBL3261882	1746845		5	332.52	5.47	18.46	1	CC(=CCC\C(=C\COCCOC1C2CC3CC(CC1C3)C2)\C)C	14651655	IC50	=	24000	nM	4.62			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1352746	CHEMBL3267780	F	Antimicrobial activity against Plasmodium falciparum 3D7 by intraerythrocytic assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83048	CHEMBL3259693	24568559	J. Med. Chem.	2014	57	7	3126			
CHEMBL3103564	1611637	CHEMBL3103564	1611637		22	325.36	2.34	59.75	0	Cc1oc(cc1)C(=O)\C=C\c2ccc(cc2)C(=O)N3CCOCC3	13886134	IC50	>	30000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1283898	CHEMBL3106511	F	Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by LDH colorimetric assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76600	CHEMBL3102808	24411478	Bioorg. Med. Chem.	2014	22	3	1128			
CHEMBL3236258	1734789	CHEMBL3236258	1734789		37	347.29	1.46	61.77	0	FC(F)(F)c1ccc(CNC(=O)C2=CN=C3C=CC=CN3C2=O)cc1	14580111	IC50	=	37000	nM	4.43			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1336160	CHEMBL3241120	F	Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82351	CHEMBL3232972	24763263	Eur. J. Med. Chem.	2014	79		422			
CHEMBL402471	444728	CHEMBL402471	444728	ISOCRENATOSIDE	8	622.57	.42	234.28	3	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)\C=C\c3ccc(O)c(O)c3)O[C@H]4OC[C@@H](O[C@H]24)c5ccc(O)c(O)c5)[C@H](O)[C@H](O)[C@H]1O	13928644	IC50	>	50000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1293986	CHEMBL3122353	F	Antiplasmodial activity against chloroquine-sensitive blood stage Plasmodium falciparum 3D7 after 72 hrs by SYBR Green I-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			77021	CHEMBL3120068	24530004	Bioorg. Med. Chem. Lett.	2014	24	5	1261			
CHEMBL3342267	1794409	CHEMBL3342267	1794409		6	335.29	1.99	116.67	0	Oc1ccccc1NC(=O)CCC(c2ccccc2)P(=O)(O)O	15101118	IC50	>	50000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1436201	CHEMBL3386563	F	Antimicrobial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as growth inhibition after 3 days by HRP2-based ELISA	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89435	CHEMBL3351943	25254502	J. Med. Chem.	2014	57	21	8827			
CHEMBL3402988	1833205	CHEMBL3402988	1833205		20	330.38	1.6	66.92	0	CC[C@@H](C)[C@H](N1C(=O)c2ccccc2C1=O)C(=O)N3CCOCC3	15183826	IC50	=	60570	nM	4.22			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465107	CHEMBL3405439	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as parasite viability after 48 hrs by [3H]hypoxanthine incorporation based liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91160	CHEMBL3400128	25766631	Bioorg. Med. Chem.	2015	23	8	1817			
CHEMBL3236250	1734781	CHEMBL3236250	1734781		28	351.36	-.53	116.89	0	NC(=O)[C@H](Cc1ccccc1)NC(=O)NC2=CN=C3C=CC=CN3C2=O	14580103	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1336160	CHEMBL3241120	F	Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82351	CHEMBL3232972	24763263	Eur. J. Med. Chem.	2014	79		422			
CHEMBL3236266	1734797	CHEMBL3236266	1734797		46	337.35	1.41	52.98	0	Fc1ccccc1CN(C2CC2)C(=O)C3=CN=C4C=CC=CN4C3=O	14580119	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1336160	CHEMBL3241120	F	Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82351	CHEMBL3232972	24763263	Eur. J. Med. Chem.	2014	79		422			
CHEMBL3236253	1734784	CHEMBL3236253	1734784		31	299.33	.03	97.59	0	CC(C)C[C@H](NC(=O)NC1=CN=C2C=CC=CN2C1=O)C#N	14580106	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1336160	CHEMBL3241120	F	Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82351	CHEMBL3232972	24763263	Eur. J. Med. Chem.	2014	79		422			
CHEMBL3236251	1734782	CHEMBL3236251	1734782		29	317.34	-.85	116.89	0	CC(C)C[C@H](NC(=O)NC1=CN=C2C=CC=CN2C1=O)C(=O)N	14580104	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1336160	CHEMBL3241120	F	Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82351	CHEMBL3232972	24763263	Eur. J. Med. Chem.	2014	79		422			
CHEMBL3236262	1734793	CHEMBL3236262	1734793		41	372.38	1.46	83.89	0	O=C(Nc1ncccc1OCc2ccccc2)C3=CN=C4C=CC=CN4C3=O	14580115	IC50	=	100000	nM	4			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1336160	CHEMBL3241120	F	Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82351	CHEMBL3232972	24763263	Eur. J. Med. Chem.	2014	79		422			
CHEMBL3109538	1614739	CHEMBL3109538	1614739		8k	307.39	3.3	56.19	0	CC(C)(C)N1C(=N)NC(C1=O)(c2ccccc2)c3ccccc3	13891361	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3402982	1833198	CHEMBL3402982	1833198		12	328.41	2.83	57.69	0	CC[C@@H](C)[C@H](N1C(=O)c2ccccc2C1=O)C(=O)N3CCCCC3	15183818	IC50	=	106650	nM			Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465107	CHEMBL3405439	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as parasite viability after 48 hrs by [3H]hypoxanthine incorporation based liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91160	CHEMBL3400128	25766631	Bioorg. Med. Chem.	2015	23	8	1817			
CHEMBL3402981	1833197	CHEMBL3402981	1833197		11	314.38	2.37	57.69	0	CC(C)[C@H](N1C(=O)c2ccccc2C1=O)C(=O)N3CCCCC3	15183817	IC50	=	130500	nM			Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465107	CHEMBL3405439	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as parasite viability after 48 hrs by [3H]hypoxanthine incorporation based liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91160	CHEMBL3400128	25766631	Bioorg. Med. Chem.	2015	23	8	1817			
CHEMBL3402987	1833204	CHEMBL3402987	1833204		19	316.35	1.14	66.92	0	CC(C)[C@H](N1C(=O)c2ccccc2C1=O)C(=O)N3CCOCC3	15183825	IC50	=	205600	nM			Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465107	CHEMBL3405439	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as parasite viability after 48 hrs by [3H]hypoxanthine incorporation based liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91160	CHEMBL3400128	25766631	Bioorg. Med. Chem.	2015	23	8	1817			
CHEMBL2048506	1351939	CHEMBL2048506	1351939		1	594.56	5.01	200.27	4	CCCCOC(=O)[C@@H]1[C@H](Oc2c(O)ccc(\C=C\C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(=O)O)c12)c4ccc(O)c(O)c4	13928651	IC50					Not Determined		0	BAO_0000190			1293986	CHEMBL3122353	F	Antiplasmodial activity against chloroquine-sensitive blood stage Plasmodium falciparum 3D7 after 72 hrs by SYBR Green I-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			77021	CHEMBL3120068	24530004	Bioorg. Med. Chem. Lett.	2014	24	5	1261			
CHEMBL3121248	1620567	CHEMBL3121248	1620567		10	550.47	.29	210.89	3	COc1cc(cc(OC)c1O)C2=C(O[C@@H]3O[C@H](COC(=O)C)[C@@H](O)[C@H](O)[C@H]3O)C(=O)c4c(O)cc(O)cc4O2	13928642	IC50					Not Determined		0	BAO_0000190			1293986	CHEMBL3122353	F	Antiplasmodial activity against chloroquine-sensitive blood stage Plasmodium falciparum 3D7 after 72 hrs by SYBR Green I-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			77021	CHEMBL3120068	24530004	Bioorg. Med. Chem. Lett.	2014	24	5	1261			
CHEMBL361497	316347	CHEMBL361497	316347	ARTESUNATE	Artesunate	384.42	1.85	100.52	0	C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4	14530908	IC50					Not Determined		0	BAO_0000190			1327298	CHEMBL3225043	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as [3H]hypoxanthine incorporation after 48 hrs by betaplate liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			81804	CHEMBL3217563		MedChemComm	2011	2	7	661			
CHEMBL537778	542003	CHEMBL537778	542003		6	470.16	6.97	49.84	1	Brc1ccc(Nc2nc3ccccc3nc2Nc4ccc(Br)cc4)cc1	15005168	IC50					Not Determined		0	BAO_0000190			1451722	CHEMBL3366915	F	Antiplasmodium activity against blood stage Plasmodium falciparum 3D7 assessed as reduction in parasite growth after 72 hrs by SYBR green assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			84057	CHEMBL3297686	24786226	J. Med. Chem.	2014	57	11	4521			
CHEMBL76	6579	CHEMBL76	6579	CHLOROQUINE	CQ, 1	319.87	4.35	28.16	0	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	14547968	IC50	=	.00245	ug.mL-1				0	BAO_0000190	UO_0000274	http://www.openphacts.org/units/MicrogramPerMilliliter	1330162	CHEMBL3223790	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 72 hrs by SYBR Green-1 dye-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			81834	CHEMBL3217722		MedChemComm	2012	3	1	71			
